Layer;category;techno;latitude;longitude;operator;capacite_gwh_year;site_info;operational_status;co2_injection_potential_tpy;municipality;eiffel;eiffel_project_name;capacity_kt_per_year
Supply;Biomethane;Biomethane;44,91666667;9,666666667;N/A;25,49;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;VIGOLZONE;0;N/A;N/A
Supply;Biomethane;Biomethane;44,92256134;4,913645994;STEP MAUBOULE;17,14;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Valence;0;N/A;N/A
Supply;Biomethane;Biomethane;44,932943;7,610123;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;PIOBESI TORINESE;0;N/A;N/A
Supply;Biomethane;Bio-LNG;44,959244;7,601722;Cooperativa Speranza;26,28;"Grid connection type: No connection; Upgrading process: CRY - Cryogenic Separation";Operational;N/A;Candiolo;0;N/A;N/A
Supply;Biomethane;Biomethane;44,9695591;-0,445545117;STEP DE PORTO;4,16;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Cubzac-les-Ponts;0;N/A;N/A
Supply;Biomethane;Biomethane;45,01089049;5,096564365;LAN - Landfill Chatuzange le Goubet;24,42;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Chatuzange-le-Goubet;0;N/A;N/A
Supply;Biomethane;Biomethane;45,0251;12,0866;Mater-Biotech ;39,42;"Grid connection type: Transport; Upgrading process: WAS - Water Scrubbing";Operational;N/A;Bottrighe;0;N/A;N/A
Supply;Biomethane;Biomethane;45,05;12,05;N/A;43,01;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;ADRIA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,0548418;5,038195502;BIOTEPPES;8,31;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Romans-sur-Isère;0;N/A;N/A
Supply;Biomethane;Biomethane;45,05717;11,13019;N/A;37,93;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;REVERE;0;N/A;N/A
Supply;Biomethane;Biomethane;45,06194444;9,261111111;N/A;52,56;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;BRONI;0;N/A;N/A
Supply;Biomethane;Bio-LNG;45,06666667;10,43333333;Agrifer;26,28;"Grid connection type: No connection; Upgrading process: PSA - Pressure Swing Adsorption";Operational;N/A;Rivarolo Del Re;0;N/A;N/A
Supply;Biomethane;Biomethane;45,0689947;9,4959782;N/A;56,94;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;SARMATO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,0829;9,6982;N/A;50,98;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SAN ROCCO AL PORTO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,08333333;10,28333333;N/A;70,08;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;CINGIA DE' BOTTI;0;N/A;N/A
Supply;Biomethane;Biomethane;45,1;10,21666667;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CELLA DATI;0;N/A;N/A
Supply;Biomethane;Biomethane;45,12368351;5,091700117;METHA COLLINES;7,27;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Geyssans;0;N/A;N/A
Supply;Biomethane;Biomethane;45,13333333;7,766666667;N/A;117,47;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SETTIMO TORINESE;0;N/A;N/A
Supply;Biomethane;Biomethane;45,1338;10,0261;N/A;190,71;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;Cremona;0;N/A;N/A
Supply;Biomethane;Biomethane;45,14043343;-0,862378225;Médoc Biogaz 1;32,21;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Laurent-Médoc;0;N/A;N/A
Supply;Biomethane;Biomethane;45,15834;11,35311;N/A;175,2;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;VILLA BARTOLOMEA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,16148637;0,88523613;LAN - Landfill Madaillan;17,66;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Bassillac et Auberoche;0;N/A;N/A
Supply;Biomethane;Biomethane;45,17381895;9,08249115;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CARBONARA AL TICINO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,1783;11,3731;N/A;35,92;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;VILLA BARTOLOMEA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,18086257;-1,065066695;MEDOC ENERGIES 2;38,75;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Hourtin;0;N/A;N/A
Supply;Biomethane;Biomethane;45,1941383;9,8663353;N/A;61,32;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;GRUMELLO CREMONESE ED UNITI;0;N/A;N/A
Supply;Biomethane;Biomethane;45,199509;9,675981;N/A;51,68;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;TERRANOVA DEI PASSERINI;0;N/A;N/A
Supply;Biomethane;Biomethane;45,233333;11,666667;N/A;481,8;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;ESTE;0;N/A;N/A
Supply;Biomethane;Biomethane;45,23333333;11,86666667;N/A;105,12;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CONSELVE;0;N/A;N/A
Supply;Biomethane;Biomethane;45,23888889;9,409722222;N/A;27,68;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;SANT'ANGELO LODIGIANO;0;N/A;N/A
Supply;Biomethane;Bio-LNG;45,23888889;9,482777778;Lucra96;17,52;"Grid connection type: No connection; Upgrading process: MEM - Membrane Separation";Operational;N/A;Villanova del Sillaro;0;N/A;N/A
Supply;Biomethane;Biomethane;45,23896543;4,8623533;METHABIOTECH;12,99;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Albon;0;N/A;N/A
Supply;Biomethane;Biomethane;45,25433254;5,664255643;AQUABIOGAZ SAS;26,7;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Fontanil-Cornillon;0;N/A;N/A
Supply;Biomethane;Biomethane;45,25583876;1,469444198;METH'ALLASSAC BIOGAZ;14,03;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Allassac;0;N/A;N/A
Supply;Biomethane;Biomethane;45,26666667;9,1;N/A;52,56;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;VELLEZZO BELLINI;0;N/A;N/A
Supply;Biomethane;Biomethane;45,2692;11,0107;N/A;131,4;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;ISOLA DELLA SCALA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,2728;10,2534;N/A;26,28;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;GOTTOLENGO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,27678636;3,347320195;Agri Briva Métha (Brioude);8,21;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Laurent-Chabreuges;0;N/A;N/A
Supply;Biomethane;Biomethane;45,28159437;0,745371192;AGRI METH'AGO;12,47;"Grid connection type: Transport; Upgrading process: N/A";Operational;N/A;Agonac;0;N/A;N/A
Supply;Biomethane;Biomethane;45,28333333;11,53333333;N/A;219;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;NOVENTA VICENTINA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,284766;9,140749;N/A;98,55;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;GIUSSAGO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,2928;10,2734;N/A;26,28;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;GOTTOLENGO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,3;9,316666667;N/A;51,07;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;BASCAPE';0;N/A;N/A
Supply;Biomethane;Biomethane;45,31963192;4,892418567;METHAVALD'OR;14,55;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Bougé-Chambalud;0;N/A;N/A
Supply;Biomethane;Biomethane;45,32583333;10,07583333;N/A;27,16;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;VEROLANUOVA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,3365;11,24661111;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;RONCO ALL'ADIGE;0;N/A;N/A
Supply;Biomethane;Biomethane;45,33660317;5,043585138;AGRIMETHA DU POULOUX;16,62;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Beaurepaire;0;N/A;N/A
Supply;Biomethane;Biomethane;45,3458;10,0558;N/A;26,28;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;VEROLANUOVA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,34602248;5,348602441;AGRI METHABIEVRE;19,74;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Étienne-de-Saint-Geoirs;0;N/A;N/A
Supply;Biomethane;Biomethane;45,34798;9,96817;N/A;28,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;BORGO SAN GIACOMO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,35;9,716666667;N/A;54,75;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MADIGNANO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,35;12,1;N/A;160,57;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CAMPAGNA LUPIA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,36666667;8,166666667;N/A;59,48;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SANTHIA';0;N/A;N/A
Supply;Biomethane;Biomethane;45,36751718;0,715842549;CONDAT ENERGIE VERTE;12,99;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Condat-sur-Trincou;0;N/A;N/A
Supply;Biomethane;Biomethane;45,39740994;5,496184698;Méthanisère;17,66;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Apprieu;0;N/A;N/A
Supply;Biomethane;Biomethane;45,4;8,083333333;N/A;58,34;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CAVAGLIA';0;N/A;N/A
Supply;Biomethane;Biomethane;45,4;9,933333333;N/A;17,52;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;ORZINUOVI;0;N/A;N/A
Supply;Biomethane;Biomethane;45,4161;10,3917;N/A;26,28;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MONTICHIARI;0;N/A;N/A
Supply;Biomethane;Biomethane;45,41666667;8,933333333;N/A;105,82;"Grid connection type: N/A; Upgrading process: WAS - Water Scrubbing";Operational;N/A;ALBAIRATE;0;N/A;N/A
Supply;Biomethane;Biomethane;45,416667;11,533333;N/A;98,55;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;BARBARANO VICENTINO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,42692011;4,818873496;METHAVAREZE;20,78;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Auberives-sur-Varèze;0;N/A;N/A
Supply;Biomethane;Biomethane;45,43333333;8,416666667;N/A;63,95;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SAN NAZZARO SESIA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,43861111;10,99277778;N/A;61,32;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;VERONA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,446259;8,005722;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;PIVERONE;0;N/A;N/A
Supply;Biomethane;Biomethane;45,44777525;4,578308151;La Terrasse sur Dorlay - PILAT MÉTHA;9,04;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;La Terrasse-sur-Dorlay;0;N/A;N/A
Supply;Biomethane;Biomethane;45,46666667;8,916666667;N/A;64,21;"Grid connection type: N/A; Upgrading process: MEM - Membrane Separation";Operational;N/A;CORBETTA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,46694444;9,19;N/A;13,14;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MILANO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,47795872;4,99855464;AGROMETHA;16,1;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Eyzin-Pinet;0;N/A;N/A
Supply;Biomethane;Biomethane;45,47952355;4,844080503;STEP VIENNAGGLO;7,27;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Reventin-Vaugris;0;N/A;N/A
Supply;Biomethane;Biomethane;45,49818;8,87635;N/A;87,6;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MARCALLO CON CASONE;0;N/A;N/A
Supply;Biomethane;Biomethane;45,50140617;4,319185412;STEP Furania;13,51;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;La Fouillouse;0;N/A;N/A
Supply;Biomethane;Biomethane;45,50943805;3,324834621;MC DELOCHE;9,87;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Rémy-de-Chargnat;0;N/A;N/A
Supply;Biomethane;Biomethane;45,52678941;5,631986133;METHA 4 AGRI;10,39;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Pressins;0;N/A;N/A
Supply;Biomethane;Biomethane;45,53333333;9,183333333;CAP Amiacque;10,51;"Grid connection type: Transport; Upgrading process: MEM - Membrane Separation";Operational;N/A;Bresso;0;N/A;N/A
Supply;Biomethane;Biomethane;45,53333333;9,233333333;N/A;27,86;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;SESTO SAN GIOVANNI;0;N/A;N/A
Supply;Biomethane;Biomethane;45,53888889;10,22028056;N/A;109,5;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;BRESCIA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,54713527;1,636232614;CORREZE BIOGAZ;15,58;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Meilhards;0;N/A;N/A
Supply;Biomethane;Biomethane;45,56666667;9,466666667;N/A;34,86;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MASATE;0;N/A;N/A
Supply;Biomethane;Biomethane;45,58361165;5,908826049;STEP de Chambéry;10,39;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Chambéry;0;N/A;N/A
Supply;Biomethane;Biomethane;45,58876384;4,148841687;SAS PLEINE D'ENERGIE;18,7;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Précieux;0;N/A;N/A
Supply;Biomethane;Biomethane;45,59;12,18;N/A;9,9;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;VITTORIO V. (S. ANTONIO);0;N/A;N/A
Supply;Biomethane;Biomethane;45,5958095;8,90598185;N/A;52,56;"Grid connection type: N/A; Upgrading process: WAS - Water Scrubbing";Operational;N/A;LEGNANO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,59812037;5,613157279;CAP VERT BIOENERGIE;22,86;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Aoste;0;N/A;N/A
Supply;Biomethane;Biomethane;45,60073364;4,072033152;CAP VERT BIOENERGIE MONTBRISON;21,82;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Montbrison;0;N/A;N/A
Supply;Biomethane;Biomethane;45,61135546;4,431431779;SAS Méthamoly;15,58;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Denis-sur-Coise;0;N/A;N/A
Supply;Biomethane;Biomethane;45,62832491;5,059066718;MW BIOENERGIE;14,55;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Heyrieux;0;N/A;N/A
Supply;Biomethane;Biomethane;45,63871818;-0,70845568;METHA VELL;8,31;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Rioux;0;N/A;N/A
Supply;Biomethane;Biomethane;45,63910984;5,558039596;COULEURS METHA;12,47;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Les Avenières Veyrins-Thuellin;0;N/A;N/A
Supply;Biomethane;Biomethane;45,63977531;5,108284174;VIAL BIOMETHANE;12,47;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Quentin-Fallavier;0;N/A;N/A
Supply;Biomethane;Biomethane;45,64080966;-0,902159814;SAS AGRISEUDRE ENERGIES;15,58;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Le Chay;0;N/A;N/A
Supply;Biomethane;Biomethane;45,66666667;12,15;N/A;43,62;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;PAESE;0;N/A;N/A
Supply;Biomethane;Biomethane;45,667447;0,504080814;CHARENTE BIOGAZ;7,27;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Montbron;0;N/A;N/A
Supply;Biomethane;Biomethane;45,6722968;9,7993427;N/A;13,14;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MONTELLO;0;N/A;N/A
Supply;Biomethane;Bio-LNG;45,7;11,65;N/A;35,04;"Grid connection type: No connection; Upgrading process: N/A";Operational;N/A;PARMA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,70263625;5,498286392;VERT ENERGIE;12,99;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Victor-de-Morestel;0;N/A;N/A
Supply;Biomethane;Biomethane;45,72186723;1,367426685;AGRI VERT BIOMETHANE ENERGIE;13,51;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Hilaire-Bonneval;0;N/A;N/A
Supply;Biomethane;Biomethane;45,73695346;1,281464021;SAS CLEVIGUS;9,35;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Le Vigen;0;N/A;N/A
Supply;Biomethane;Biomethane;45,76666667;11,73416667;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;BASSANO DEL GRAPPA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,77099657;4,889070834;07 - Ardoix - MÉTHAGORA;40,73;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Villeurbanne;0;N/A;N/A
Supply;Biomethane;Biomethane;45,78333333;12,11666667;N/A;438;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;MONTELLO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,78591167;3,115399276;VALTOM PUY LONG;16,62;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Clermont-Ferrand;0;N/A;N/A
Supply;Biomethane;Biomethane;45,7861041;4,926642064;STEP Feyssine;7,27;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Vaulx-en-Velin;0;N/A;N/A
Supply;Biomethane;Biomethane;45,80388889;9,331666667;N/A;26,28;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;ANbiomethane DI BRIANZA;0;N/A;N/A
Supply;Biomethane;Biomethane;45,85440886;1,248829946;STEP LIMOGES;17,14;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Limoges;0;N/A;N/A
Supply;Biomethane;Biomethane;45,87421804;1,555863786;SAS ROSALIA;11,95;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Moissannes;0;N/A;N/A
Supply;Biomethane;Biomethane;45,89088406;-0,845692106;AGRIVAL'ENERGIES;12,47;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;La Vallée;0;N/A;N/A
Supply;Biomethane;Biomethane;45,89540848;3,216254743;METHELEC;51,95;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Ennezat;0;N/A;N/A
Supply;Biomethane;Biomethane;45,89764748;1,396120803;RESSOURCES;11,43;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Saint-Priest-Taurion;0;N/A;N/A
Supply;Biomethane;Biomethane;45,9;9,22;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CORTEOLONA E GENZONE;0;N/A;N/A
Supply;Biomethane;Biomethane;45,9016435;6,118095198;STEP Annecy;17,14;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Annecy;0;N/A;N/A
Supply;Biomethane;Biomethane;45,90334484;1,090045299;SAGNENERGIE;9,87;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Veyrac;0;N/A;N/A
Supply;Biomethane;Biomethane;45,95205546;5,169195101;XR NRJ;12,47;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Rignieux-le-Franc;0;N/A;N/A
Supply;Biomethane;Biomethane;45,961425;12,97738611;N/A;43,8;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;CODROIPO;0;N/A;N/A
Supply;Biomethane;Biomethane;45,98587757;3,080334936;Centrale Biogaz du Parc de l'Aize;24,52;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Combronde;0;N/A;N/A
Supply;Biomethane;Biomethane;45,99179849;5,82800495;Biométha'Verne;15,58;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Bassy;0;N/A;N/A
Supply;Biomethane;Biomethane;46,02482731;0,662266837;SAS METHACONFOLENTAIS;12,47;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Confolens;0;N/A;N/A
Supply;Biomethane;Biomethane;46,045174;4,079980987;ROANNE BioEnergie;25,04;"Grid connection type: Distribution; Upgrading process: N/A";Operational;N/A;Roanne;0;N/A;N/A
Supply;Biomethane;Biomethane;46,06666667;13,23333333;N/A;29,17;"Grid connection type: N/A; Upgrading process: N/A";Operational;N/A;UDINE;0;N/A;N/A
